     1    1  0  0  0  0   0  0  0  0  0  0  0  0   0   22639.4323623   0.901286   5.524167     0.000626771183  -111.628732249300   -91.004872180211
     2   -1  0  0  2  0   0  0  0  0  0  0  0  0   0    4586.4641733   0.048256   0.993133     0.000434004044   -57.058622998514   -90.833936416988
     3    0  0  0  2  0   0  0  0  0  0  0  0  0   0    2369.9270494   0.184216   1.094659    -0.000645684985   -56.294469273756   -90.086861171704
     4    2  0  0  0  0   0  0  0  0  0  0  0  0   0     768.9926041   0.080650   0.371850     0.004108311750  -160.099490287918   -93.378910714255
     5    0  1  0  0  0   0  0  0  0  0  0  0  0   0     666.4433115  16.817589   0.545366  -179.997480295505    -0.157155891363    -1.409113731079
     6    0  0  0  0  0   0  0  0  0  0  0  0  0   0       1.0542028   5.810040  47.914428    90.000000000000   -90.000000000000   -90.000000000000
     7    0  0  2  0  0   0  0  0  0  0  0  0  0   0     411.6034820   0.020478   0.192908  -179.999246720041    99.333542825173    89.816019288053
     8   -2  0  0  2  0   0  0  0  0  0  0  0  0   0     211.6568418   0.007760   0.005671     0.000726404793   111.074599420471    89.999100185340
     9   -1 -1  0  2  0   0  0  0  0  0  0  0  0   0     205.4542180   5.179500   0.176434     0.004634217814   179.742086701716  -166.025819970210
    10    1  0  0  2  0   0  0  0  0  0  0  0  0   0     191.9725936   0.038105   0.136640     0.005487971682   -22.218750710279   -88.142600053110
    11    0 -1  0  2  0   0  0  0  0  0  0  0  0   0     164.7422237   4.174049   0.164082     0.012402040007   179.688278384769  -151.663633239587
    12   -1  1  0  0  0   0  0  0  0  0  0  0  0   0     147.3384098   3.732444   0.130360   179.991364510905     0.315825771921   -15.251031107876
    13    0  0  0  1  0   0  0  0  0  0  0  0  0   0     124.9929033   0.004334   0.028861   179.999582161923    71.913920336773    89.746979640154
    14    1  1  0  0  0   0  0  0  0  0  0  0  0   0     109.3954310   2.747416   0.090447  -179.996135684786     0.042827713265    18.481965957067
    15    0  0 -2  2  0   0  0  0  0  0  0  0  0   0      55.1781123   0.003252   0.000175     0.000424193496   -14.887445988610    47.401767413825
    16    1  0  2  0  0   0  0  0  0  0  0  0  0   0      45.0993735   0.004019   0.031832   179.998651869587    81.384167846537    89.445800616860
    17    1  0 -2  0  0   0  0  0  0  0  0  0  0   0      39.5287009   0.001046   0.008672     0.000378164684    -3.000905557470    90.006616924282
    18   -1  0  0  4  0   0  0  0  0  0  0  0  0   0      38.4304128   0.004645   0.026021    -0.000514535612   -37.344648060942   -90.318933212126
    19    3  0  0  0  0   0  0  0  0  0  0  0  0   0      36.1234845   0.005192   0.026423    -0.002000238534   -91.574023798424   -90.527943347962
    20   -2  0  0  4  0   0  0  0  0  0  0  0  0   0      30.7732557   0.001852   0.013348     0.000109003171   -26.390521080126   -90.174926476959
    21   -1  1  0  2  0   0  0  0  0  0  0  0  0   0      28.3972507   0.714225   0.024172   179.995848570237     0.099016349538    16.311191858333
    22    0  1  0  2  0   0  0  0  0  0  0  0  0   0      24.3585134   0.615010   0.023560   179.997376942915     0.302567224313    32.013331867150
    23   -1  0  0  1  0   0  0  0  0  0  0  0  0   0      18.5853168   0.000552   0.000262  -179.999557206254   -41.244661807323   -87.731169364529
    24    0  1  0  1  0   0  0  0  0  0  0  0  0   0      17.9557321   0.453169   0.015370    -0.002501363256  -179.832814986942  -162.684003050772
    25    1 -1  0  2  0   0  0  0  0  0  0  0  0   0      14.5300239   0.366436   0.016672    -0.003197815188  -179.430971423687  -135.928519859484
    26    2  0  0  2  0   0  0  0  0  0  0  0  0   0      14.3796663   0.002497   0.013643    -0.002049282091   -66.766203091436   -90.552307548135
    27   -2  0 -1  3  0   0  0  3  0 -2  0  0  0   2      14.2443387   0.324420   0.211651    76.683281862929   154.281727870807   176.388329108569
    28    0  0  0  4  0   0  0  0  0  0  0  0  0   0      13.8990945   0.002459   0.012786    -0.001028390569   -41.856461688640   -90.527630936163
    29   -3  0  0  2  0   0  0  0  0  0  0  0  0   0      13.1941698   0.001141   0.003581     0.001373332304   104.140474940354    90.300205841061
    30   -2  1  0  0  0   0  0  0  0  0  0  0  0   0       9.6791549   0.244699   0.009565  -179.997826267885    -0.412757728364   -33.861865442541
    31   -1  0  2  2  0   0  0  0  0  0  0  0  0   0       9.3658997   0.000465   0.006346   179.999538508538   100.058396926055    89.499600641266
    32   -2 -1  0  2  0   0  0  0  0  0  0  0  0   0       8.6054851   0.217233   0.007034     0.001417582196   179.905107569035   178.064234368612
    33    1  0  0  1  0   0  0  0  0  0  0  0  0   0       8.4534047   0.000653   0.003992   179.999477646405   115.376493563081    89.745614295468
    34    0 -2  0  2  0   0  0  0  0  0  0  0  0   0       8.0492823   0.410134   0.011171     0.005583442761  -179.948754348364  -156.839127072180
    35    2  1  0  0  0   0  0  0  0  0  0  0  0   0       7.6302279   0.193000   0.007512   179.997613209742     0.402267790173    33.532678710925
    36    0  2  0  0  0   0  0  0  0  0  0  0  0   0       7.4483657   0.379140   0.009189  -179.984165745942    -0.048006036559     0.149097028492
    37   -1 -2  0  2  0   0  0  0  0  0  0  0  0   0       7.3707420   0.374580   0.009289    -0.002491580118  -179.876265505973  -167.161902690365
    38    0  0  0  0  1   0  0  0  0  0  0  0  0   1       7.1071829   0.172768   0.034432    -2.852190100585  -164.675917630464   172.851474334111
    39    1  0 -2  2  0   0  0  0  0  0  0  0  0   0       6.3823096   0.000584   0.001524  -179.999708104981   145.605718496661    90.263478859086
    40    2  0 -4  3  0   0  0 -9  0-11  0  0  0  -1       3.8794083   2.098971   0.000000   109.289419510223    72.286396483975    76.755795443047
    41    0  0  2  2  0   0  0  0  0  0  0  0  0   0       5.7415972   0.000551   0.005286   179.999055416109   103.462586440418    89.338313224598
    42   -1 -1  0  4  0   0  0  0  0  0  0  0  0   0       4.3740261   0.110146   0.004906    -0.001024959568  -179.584119013547  -137.225598340440
    43    2  0  2  0  0   0  0  0  0  0  0  0  0   0       3.9975753   0.000537   0.003794   179.998168687113    81.236543989265    89.265135125836
    44   -1  0  0  3  0   0  0  0  0  0  0  0  0   0       3.2097872   0.000674   0.001424  -179.999628284145   171.771546650184    90.308492955342
    45    1  1  0  2  0   0  0  0  0  0  0  0  0   0       2.9145689   0.073649   0.003320   179.996656491408     0.506266123180    43.652439248808
    46   -2 -1  0  4  0   0  0  0  0  0  0  0  0   0       2.7319150   0.068851   0.002606     0.000136413254  -179.787812073315  -149.206612902969
    47   -1  2  0  0  0   0  0  0  0  0  0  0  0   0       2.5678759   0.130662   0.003271  -179.995595068095    -0.219383317798   -14.569066144784
    48   -1  2  0  2  0   0  0  0  0  0  0  0  0   0       2.5216613   0.128726   0.003172  -179.976404332489     0.190078573379    14.229046069855
    49   -2  1  0  2  0   0  0  0  0  0  0  0  0   0       2.4889538   0.063362   0.002040     0.004106643377   179.893626858706   177.592112300940
    50    0 -1 -2  2  0   0  0  0  0  0  0  0  0   0       2.1460944   0.054081   0.001753     0.001332156033  -179.982010315879   179.863735082331
    51    1  0  0  4  0   0  0  0  0  0  0  0  0   0       1.9777364   0.000432   0.002291    -0.000618732581   -41.055691450890   -90.670310819781
    52    4  0  0  0  0   0  0  0  0  0  0  0  0   0       1.9336610   0.000346   0.001881    -0.001933501320   -91.176294172361   -90.716117554172
    53    0 -1  0  4  0   0  0  0  0  0  0  0  0   0       1.8707528   0.047079   0.002481    -0.002162966421  -179.380448626051  -128.691249809038
    54   -2  0  0  1  0   0  0  0  0  0  0  0  0   0       1.7530360   0.000242   0.000452  -179.999002609386   -28.472372400137   -89.302817657468
    55    0  1 -2  2  0   0  0  0  0  0  0  0  0   0       1.4371737   0.036245   0.001161   179.998718362999     0.056033395351    -0.515619765083
    56    2  0 -2  0  0   0  0  0  0  0  0  0  0   0       1.3713026   0.000000   0.000000   179.999850344419    20.875238734121    20.875238734121
    57    1  1  0  1  0   0  0  0  0  0  0  0  0   0       1.2618997   0.031856   0.001231    -0.003578158540  -179.628539118266  -147.187942382342
    58   -2  0  0  3  0   0  0  0  0  0  0  0  0   0       1.2241503   0.000000   0.000246  -179.999144205620    -2.882653271998    89.469572529230
    59   -3  0  0  4  0   0  0  0  0  0  0  0  0   0       1.1868352   0.000000   0.000222     0.001371186565   -77.196127596620   -90.751276057735
    60    2 -1  0  2  0   0  0  0  0  0  0  0  0   0       1.1769865   0.029676   0.001590    -0.003184185364  -179.280034731724  -127.892950403958
    61   -3  0  1  1  0   0  0  1  0 -4  0  0  0   1       1.0853583   0.389279   0.077838   177.783562759216   -91.871707529996   -91.021897861404
    62    1  2  0  0  0   0  0  0  0  0  0  0  0   0       1.1617851   0.059164   0.001478  -179.989892435927     0.096611720109    13.850268065989
    63   -1  1  0  1  0   0  0  0  0  0  0  0  0   0       1.0779526   0.027165   0.000885     0.004524173773   179.868262535634   178.571251118904
    64    3  0  0  2  0   0  0  0  0  0  0  0  0   0       1.0594908   0.000212   0.001258    -0.001515874202   -66.478989421867   -90.784508266605
    65    1  0  2  2  0   0  0  0  0  0  0  0  0   0       0.9902140   0.000000   0.001152   179.998582105393   -59.213338857831    89.163307475787
    66   -4  0  0  2  0   0  0  0  0  0  0  0  0   0       0.9482792   0.000000   0.000488     0.001838877349    41.257511937051    90.455150001349
    67    0  0  0  0  0   0  1 -1  0  0  0  0  0   0       0.8216291   0.000302   0.000000  -179.989333728363    -8.150985735996   -38.763331194647
    68   -3  0 -1  3  0   0  0  3  0 -2  0  0  0   2       0.7889061   0.015971   0.011337    76.522909114349   147.387320464772   175.031052708253
    69    1 -2  0  2  0   0  0  0  0  0  0  0  0   0       0.7516242   0.038197   0.001147    -0.005935655137  -179.558805074831  -144.111916877468
    70   -1  0 -1  3  0   0  0  3  0 -2  0  0  0   2       0.7397989   0.014983   0.010194    76.514959624102   145.272584606468   174.381010213132
    71   -2  0 -2  3  0   0 12 10  0  0  0  0  0   1       0.4633962   0.229849   0.000000    63.835333315621    38.657666370122   171.184237994592
    72   -3  1  0  0  0   0  0  0  0  0  0  0  0   0       0.6693849   0.016924   0.000781  -179.996720140221    -0.616145270571   -44.973830507340
    73   -1  0  0  2  0   0 10 -3  0  0  0  0  0  -1       0.2189036   0.219360   0.050015  -137.488593850978  -155.759577995077  -177.538307813383
    74    0  0 -1  3  0   0  0-11  0  8  0  0  0   4       0.6433907   0.038599   0.011410  -164.638864783462   105.497589548011   105.602905003551
    75    0  0  0  0  0   0  0  1  0 -1  0  0  0   0       0.6388332   0.000300   0.000000     1.231312002394    23.111903722136    71.068193758678
    76   -1  1  0  4  0   0  0  0  0  0  0  0  0   0       0.6352197   0.016085   0.000710   179.996194885035     0.411787823910    42.544116030439
    77    1  0 -2  4  0   0-19 -5  0  0  0  0  0  -3       0.6149696   0.175856   0.000000    43.362542048017    -7.851118948260   141.601574080365
    78    2  0  0  1  0   0  0  0  0  0  0  0  0   0       0.5840091   0.000000   0.000418   179.998998765560    45.859834792617    89.631619645558
    79    0  0 -2  1  0   0  0  0  0  0  0  0  0   0       0.5833170   0.000000   0.000136  -179.999113503684   176.503994703065   -89.769946124679
    80   -2  0  0  6  0   0  0  0  0  0  0  0  0   0       0.5715798   0.000000   0.000507     0.000753347261   164.350232866379   -90.410490438793
    81   -2  0 -2  2  0   0  0  0  0  0  0  0  0   0       0.5606437   0.000000   0.000275  -179.998299132307   -27.867249330076   -89.527445157676
    82    0 -1  0  1  0   0  0  0  0  0  0  0  0   0       0.5568008   0.014185   0.000481   179.988759216198     0.274658094604    17.741768640517
    83    3  1  0  0  0   0  0  0  0  0  0  0  0   0       0.5459244   0.013815   0.000634   179.996488045595     0.605773363254    44.737775999729
    84   -2  0  2  2  0   0  0  0  0  0  0  0  0   0       0.5356644   0.000000   0.000233  -179.999984351519   -89.386647975063    89.759045890437
    85   -2  0 -2  1  0   0  2 13  0  0  0  0  0   2       0.1787517   0.173803   0.036904  -146.320464785036   168.517275191721   141.436621705697
    86    1  0  0  0  1   0  0  0  0  0  0  0  0   1       0.5024278   0.012419   0.000679    -7.003818398332  -179.459405334485   114.478124146609
    87   -1  0  0  0  1   0  0  0  0  0  0  0  0   1       0.5004163   0.012303   0.000903    -6.950271312240  -179.711608852390   106.166321786252
    88    5  0 -4  0  0   0  0-12  0 -7  0  0  0  -4       0.1579712   0.164659   0.036804    82.612817506905   130.559605465981   153.553999258935
    89   -3 -1  0  2  0   0  0  0  0  0  0  0  0   0       0.4783955   0.012078   0.000417     0.002640237701   179.703037148352   159.803237749211
    90    2  0 -2  2  0   0  0  0  0  0  0  0  0   0       0.4537239   0.000000   0.000219   179.999800393256   132.363829494013    89.904086431261
    91   -1  0  0  2  0   0  0  2  0 -3  0  0  0   0       0.4448000   0.024169   0.001534    10.053888766814    62.455313629873   130.586677341014
    92    6 -3 -2 -6  4   0  0  0  0  0  0  0  0   1       0.1767678   0.144947   0.035084  -145.860169200652  -169.282305442962   166.708174469767
    93   -1 -1  2  2  0   0  0  0  0  0  0  0  0   0       0.4262137   0.010755   0.000480   179.998234782117     0.400013650057    42.954314348600
    94    0  0  4  0  0   0  0  0  0  0  0  0  0   0       0.4203255   0.000000   0.000389    -0.001754131270    28.480601361681   -90.709643897988
    95    0  1  2  0  0   0  0  0  0  0  0  0  0   0       0.4133960   0.010430   0.000401    -0.001780602485  -179.713949283548  -147.733093227655
    96    0  0  0  3  0   0  0  0  0  0  0  0  0   0       0.4041925   0.000455   0.000280    -0.000264862691  -175.829816752248   -92.758928882845
    97   -1  0  0  6  0   0  0  0  0  0  0  0  0   0       0.3945145   0.000000   0.000446     0.000277988232   -65.591997426766   -90.571449149268
    98    0  0  2  0  1   0  0  0  0  0  0  0  0   1       0.3846384   0.077209   0.032038    -6.903173901236   -28.690898991965   -36.058780056782
    99    0 -1  2  2  0   0  0  0  0  0  0  0  0   0       0.3821240   0.009642   0.000508   179.997045742280     0.603690664297    51.433576563909
   100    1 -1 -2  2  0   0  0  0  0  0  0  0  0   0       0.3744706   0.009429   0.000323   179.999886465207     0.232809529887    18.456707955674
   101   -2  1  0  4  0   0  0  0  0  0  0  0  0   0       0.3575830   0.009068   0.000340   179.995300691083     0.201842549714    30.443045488638
   102   -6  0 -2  6  0   0  0 12 13  0  0  0  0  -2       0.0786549   0.116791   0.028627    93.259971656758   -52.744243394997   -78.720481298973
   103   -2  1  0  1  0   0  0  0  0  0  0  0  0   0       0.3496775   0.008842   0.000305     0.001733734716   179.680432742947   159.975567212857
   104    0 -3  0  2  0   0  0  0  0  0  0  0  0   0       0.3397380   0.026064   0.000459    -0.011697413476  -179.712396266507  -150.766637674720
   105   -3  0  0  3  0   0  0 -4 13  0  0  0  0   4       0.3386362   0.075020   0.016195   -55.174020358640    39.941768896498    32.637037738534
   106    3  0  2  0  0   0  0  0  0  0  0  0  0   0       0.3286531   0.000000   0.000392   179.997681562018    89.413609791408    89.413609791408
   107    1  0 -4  3  0   0  0  2  0 15  0  0  0   4       0.3250810   0.045562   0.009111   136.173555980219    48.827995697302    50.972873878987
   108   -1 -2  0  4  0   0  0  0  0  0  0  0  0   0       0.3086959   0.015678   0.000465    -0.004172706999  -179.620142399701  -145.156282972102
   109   -6  0  4  6  0   0 -9 -9  0  0  0  0  0  -1       0.1132291   0.102444   0.021358   155.047853580748   103.762381423647    70.790250221793
   110    0  0  0  0  0   0  2 -2  0  0  0  0  0   0       0.3015632   0.000323   0.000000     0.203180085969   -34.655334630052  -167.526662389289
   111   -1  1 -2  0  0   0  0  0  0  0  0  0  0   0       0.3015546   0.007626   0.000346     0.003049665327   179.503688805778   135.934351910428
   112   -1  0 -2  4  0   0  0  0  0  0  0  0  0   0       0.3008701   0.000000   0.000063     0.001214652895  -146.320888863747   -88.426903498098
   113    5  0 -4  0  0   0  0-12  0 -7  0  0  0   3       0.2713076   0.099363   0.000000   -66.480226519647   -76.025660104350   -76.025660104350
   114   -2 -2  0  2  0   0  0  0  0  0  0  0  0   0       0.2941779   0.014957   0.000362    -0.000642061986   179.963642148589   178.723225064176
   115   -3  0  0  6  0   0  0  0  0  0  0  0  0   0       0.2925597   0.000000   0.000189     0.001386040174    34.292463166190   -90.349208213438
   116    2  1  0  2  0   0  0  0  0  0  0  0  0   0       0.2902179   0.007338   0.000391   179.995727709130     0.710162027563    51.933311229786
   117    0  1  0  4  0   0  0  0  0  0  0  0  0   0       0.2890983   0.007304   0.000382   179.995820235199     0.622443667315    51.176255602439
   118   -2  0  0  2  0   0  0  2  0 -3  0  0  0   0       0.2827625   0.015161   0.001325    10.213772837593    69.077529433395   137.768288753952
   119    1 -1  0  4  0   0  0  0  0  0  0  0  0   0       0.2825008   0.007108   0.000439    -0.003284485358  -179.177242293964  -122.590297218275
   120   -1  1  0  3  0   0  0  0  0  0  0  0  0   0       0.2737847   0.006904   0.000263    -0.002394803226  -179.734181108856  -148.746753625583
   121   -5  0  1  3  0   0 -2 19  0  0  0  0  0  -2       0.2718436   0.034709   0.000000    66.828584762978    14.040752212377   -52.390793889190
   122    1  1  2  0  0   0  0  0  0  0  0  0  0   0       0.2633651   0.006661   0.000301    -0.003249329893  -179.510183376792  -136.177601341981
   123    0  0  0  0  0   0  8-13  0  0  0  0  0   0       0.2557278   0.039195   0.014357  -119.397568716048   -87.332933825890   -73.600133036187
   124    0  0  2  1  0   0  0  0  0  0  0  0  0   0       0.2542926   0.000000   0.000176    -0.000904388760   114.984596056410   -90.564547174207
   125    0  0 -2  3  0   0  0  0  0  0  0  0  0   0       0.2530374   0.000000   0.000057  -179.998987466061   -72.007414535791    90.688445890470
   126   -2  0  0  2  0   0  0  2  0 -2  0  0  0   0       0.2501582   0.002573   0.000362    -0.482520683965    53.016283608534    96.563499796135
   127   -2  2  0  2  0   0  0  0  0  0  0  0  0   0       0.2500257   0.012713   0.000304   179.946455041255    -0.419024187263    -5.086586344456
   128   -1 -3  0  2  0   0  0  0  0  0  0  0  0   0       0.2469032   0.018944   0.000301    -0.009708180126  -179.861611851684  -165.022939070896
   129   -3  0 -1  2  0   0 12  9  0  0  0  0  0   0       0.0844744   0.077608   0.016995     5.615125951321   -51.803630367848   -88.430886968036
   130   -1 -1  0  3  0   0  0  0  0  0  0  0  0   0       0.2314074   0.005816   0.000223   179.999205623751     0.268103987887    31.592714164316
   131    2  0  0  4  0   0  0  0  0  0  0  0  0   0       0.2185363   0.000000   0.000306    -0.001087054645  -146.907279070673   -90.853312385579
   132    5 -4 -1 -3  5   0  0  0  0  0  0  0  0   1       0.1369798   0.071089   0.017931  -116.823324569224   176.307761535639   174.265807089142
   133   -1  0  0  2  0   0  0 -1  0  1  0  0  0   0       0.2110911   0.000000   0.000000   178.259605543532    90.362627295816    90.362627295816
   134    5 -2 -3 -3  3   0  0  0  0  0  0  0  0   1       0.2073526   0.044859   0.000000    82.183226331372    81.038274286967   -75.411270506972
