     1    0  0  0  0  0   0  0  0  0  0  0  0  0   0  385000.5392354   0.022919   0.000217     0.000000000000     0.000000000000   180.000000000000
     2    1  0  0  0  0   0  0  0  0  0  0  0  0   0   20905.3448378   0.178412   5.103319  -179.999618109288    97.269478489141    89.994654959534
     3   -1  0  0  2  0   0  0  0  0  0  0  0  0   0    3699.1611523   0.083045   1.157317  -179.997659198703  -132.604059944982    89.460292100996
     4    0  0  0  2  0   0  0  0  0  0  0  0  0   0    2955.9836243   0.136717   1.626259  -179.997367685775  -170.850872574546    90.304937270558
     5    2  0  0  0  0   0  0  0  0  0  0  0  0   0     569.9245086   0.010031   0.278861  -179.999224579969   108.047401390829    90.018499209324
     6   -2  0  0  2  0   0  0  0  0  0  0  0  0   0     246.1611558   0.007083   0.022574     0.002217815054    85.828078836766   -90.883296052206
     7    0 -1  0  2  0   0  0  0  0  0  0  0  0   0     204.5896850   5.139368   0.205386  -179.995290297204    -0.077223702169    40.823717744856
     8    1  0  0  2  0   0  0  0  0  0  0  0  0   0     170.7341889   0.011581   0.136840  -179.996905295592   177.768563542638    89.860731570784
     9   -1 -1  0  2  0   0  0  0  0  0  0  0  0   0     152.1417525   3.824356   0.132024  -179.995738723351    -0.084709282649    27.329530757983
    10   -1  1  0  0  0   0  0  0  0  0  0  0  0   0     129.6252037   3.265289   0.111122   179.997913183372     0.036043330762   -23.957411290439
    11    0  0  0  1  0   0  0  0  0  0  0  0  0   0     108.7470080   0.000837   0.029178     0.001250808331   160.119154136641   -90.294199891215
    12    1  1  0  0  0   0  0  0  0  0  0  0  0   0     104.7588841   2.638967   0.081653    -0.001078917050  -179.951557652431  -167.245025262958
    13    1  0 -2  0  0   0  0  0  0  0  0  0  0   0      79.6563902   0.001507   0.014064     0.000636661939   -46.798977806481    91.513991656617
    14    0  1  0  0  0   0  0  0  0  0  0  0  0   0      48.8893662   1.230032   0.037804    -0.000994476572  -179.964859427629   174.776246341685
    15   -1  0  0  4  0   0  0  0  0  0  0  0  0   0      34.7831309   0.003772   0.029422  -179.995199542187  -167.766601205018    90.281927984678
    16    0  1  0  2  0   0  0  0  0  0  0  0  0   0      30.8250147   0.775133   0.028322     0.000228619899   179.997712630722  -147.273735476334
    17   -1  1  0  2  0   0  0  0  0  0  0  0  0   0      24.2091470   0.606456   0.019811    -0.002385970956   179.970238369537  -157.951220201739
    18    3  0  0  0  0   0  0  0  0  0  0  0  0   0      23.2103626   0.000646   0.017482  -179.998645879194   121.706682330707    90.649370035276
    19   -2  0  0  4  0   0  0  0  0  0  0  0  0   0      21.6369159   0.001391   0.012801  -179.995662912527  -146.793771224539    87.829128287881
    20    0  1  0  1  0   0  0  0  0  0  0  0  0   0      16.6762555   0.419286   0.013251   179.998439869023     0.028222113388    16.589438607925
    21   -3  0  0  2  0   0  0  0  0  0  0  0  0   0      14.4028002   0.000538   0.002275     0.001777450374   111.077291315090    85.413357542057
    22    1 -1  0  2  0   0  0  0  0  0  0  0  0   0      12.8316500   0.322170   0.015452  -179.994587277428    -0.076275912093    50.894348084855
    23    0  0  0  4  0   0  0  0  0  0  0  0  0   0      11.6499982   0.001940   0.013595  -179.994026058107  -174.139520740337    92.409572940521
    24    2  0  0  2  0   0  0  0  0  0  0  0  0   0      10.4447481   0.001008   0.011287  -179.996155620077   173.839237169630    91.879497947022
    25    0  0 -2  2  0   0  0  0  0  0  0  0  0   0      10.3213571   0.000521   0.001835     0.003397012571     6.604505699641   -88.481110420198
    26   -2 -1  0  2  0   0  0  0  0  0  0  0  0   0      10.0563962   0.252843   0.007943     0.004163343155   179.892602933469  -166.525415349040
    27    0 -2  0  2  0   0  0  0  0  0  0  0  0   0       9.8850822   0.496819   0.011748  -179.995416283851    -0.054142722690    40.750744680224
